name;id;yr;cy;dr;at;ps;air;drv;p;wt;dom;disp;hp;lng;wdt;wb;mpg;q;firmids;euro;reli;dfi;hp2wt;size;japan;year;cat
"ODCUTL";941;77;6;4;0;1;0;0;4387;3618;1;231;105;216;77;116;16;527939;19;0;3;0;.2902156;1.6632;0;1977;"large"
"ODCUTL";1077;78;6;4;0;0;0;0;4543;3070;1;231;105;197;72;108.1;16;520279;19;0;3;0;.3420196;1.4184;0;1978;"large"
"ODCUTL";1220;79;6;4;0;0;0;0;5038;3080;1;231;115;198;72;108.1;18;113465;19;0;4;0;.3733766;1.4256;0;1979;"large"
"ODCUTL";1374;80;6;4;0;0;0;0;6124;3069;1;231;110;200;72;108.1;16;210784;19;0;2;0;.3584229;1.44;0;1980;"large"
"ODCUTL";2033;81;6;4;0;1;0;0;7833;3127;1;231;110;201;72;108.1;17;187740;19;0;3;0;.3517749;1.4472;0;1981;"large"
"ODDELT";944;77;6;4;1;1;0;0;5205;3472;1;231;105;218;77;116;17;225937;19;0;3;0;.3024194;1.6786;0;1977;"large"
"ODDELT";1080;78;6;4;1;1;0;0;5634;3449;1;231;105;218;77;116;17;273384;19;0;3;0;.3044361;1.6786;0;1978;"large"
"ODDELT";1226;79;6;4;1;1;0;0;6212;3488;1;231;115;218;77;116;18;223699;19;0;3;0;.3297018;1.6786;0;1979;"large"
"ODDELT";1379;80;6;4;1;1;0;0;6905;3358;1;231;110;219;77;116;18;147997;19;0;3;0;.327576;1.6863;0;1980;"large"
"ODDELT";2035;81;6;4;1;1;0;0;8064;3427;1;231;110;219;77;116;19;158662;19;0;3;0;.3209805;1.6863;0;1981;"large"
"ODOMEG";939;77;6;4;0;0;0;0;3797;3162;1;231;105;200;73;111;16;51724;19;0;1;0;.3320683;1.46;0;1977;"large"
"ODOMEG";1075;78;6;4;0;0;0;0;4094;3143;1;231;105;200;73;111;16;42860;19;0;3;0;.3340757;1.46;0;1978;"large"
"ODOMEG";1218;79;6;4;0;0;0;1;4281;3118;1;231;115;200;73;111;18;50098;19;0;1;0;.3688262;1.46;0;1979;"large"
"ODOMEG";1372;80;4;4;0;0;0;1;5672;2427;1;151;90;182;70;104.9;24;87262;19;0;1;0;.3708282;1.274;0;1980;"midsize"
"ODOMEG";2031;81;4;4;0;0;0;1;6775;2444;1;151;90;182;70;104.9;22;109981;19;0;1;0;.3682488;1.274;0;1981;"midsize"
"ODSTRF";936;77;4;2;0;0;0;0;3802;2672;1;140;84;180;66;97;24;19120;19;0;1;0;.3143713;1.188;0;1977;"midsize"
"ODSTRF";1072;78;6;2;0;0;0;0;4095;2786;1;231;105;180;66;97;16;18351;19;0;1;0;.3768844;1.188;0;1978;"midsize"
"ODSTRF";1215;79;4;2;0;0;0;0;4275;2690;1;151;90;180;66;97;24;18611;19;0;1;0;.3345725;1.188;0;1979;"midsize"
"ODSTRF";1370;80;4;2;0;0;0;0;4750;2656;1;151;90;180;66;97;24;5334;19;0;1;0;.3388554;1.188;0;1980;"midsize"
"ODTORN";948;77;8;2;1;1;0;1;8134;4634;1;403;200;228;80;122;13;28860;19;0;5;0;.4315926;1.824;0;1977;"large"
"ODTORN";1085;78;8;2;1;1;0;1;9412;4624;1;403;190;228;80;122;13;28039;19;0;3;0;.4108996;1.824;0;1978;"large"
"ODTORN";1232;79;8;2;1;1;1;1;10709;3731;1;350;165;206;72;114;16;46845;19;0;3;0;.4422407;1.4832;0;1979;"large"
"ODTORN";1385;80;8;4;1;1;1;1;10217;3789;1;350;105;206;72;114;15;37051;19;0;3;0;.277118;1.4832;0;1980;"large"
"ODTORN";2043;81;6;2;1;1;1;1;13030;3567;1;252;125;206;72;114;17;38609;19;0;2;0;.3504345;1.4832;0;1981;"large"
"PG504";1789;78;4;4;0;1;0;0;7490;3020;0;120.3;88;177;66;108;17;7267;14;1;3;0;.2913907;1.1682;0;1978;"midsize"
"PG504";1841;79;4;4;0;0;0;0;8040;3030;0;121;88;177;66;108;17;1951;14;1;4;0;.2904291;1.1682;0;1979;"midsize"
"PG504D";1743;77;4;4;0;0;0;0;8660;3130;0;140.5;71;183;66;108;28;4914;14;1;4;0;.2268371;1.2078;0;1977;"midsize"
"PG504D";1842;79;4;4;0;0;0;0;9040;3150;0;140.5;71;183;66;108;28;8649;14;1;5;0;.2253968;1.2078;0;1979;"midsize"
"PG504D";2396;81;4;5;0;1;0;0;11660;3300;0;140.6;71;195;67;114;28;2451;14;1;1;0;.2151515;1.3065;0;1981;"midsize"
"PG505";1893;80;4;4;0;1;0;0;10400;3020;0;120.3;96;187;69;108;16;944;14;1;2;0;.3178808;1.2903;0;1980;"midsize"
"PG505";2397;81;4;4;0;1;0;0;10990;3000;0;120.3;97;187;69;108;18;2238;14;1;1;0;.3233333;1.2903;0;1981;"midsize"
"PG505D";1894;80;4;4;0;1;0;0;11350;3200;0;140.6;71;187;69;108;29;3393;14;1;3;0;.221875;1.2903;0;1980;"midsize"
"PG505D";2398;81;4;4;0;1;0;0;11990;3200;0;140.6;80;187;69;108;28;2167;14;1;1;0;.25;1.2903;0;1981;"midsize"
"PGSL50";1742;77;4;4;0;0;0;0;7360;3020;0;140.5;88;177;66;108;28;3428;14;1;3;0;.2913907;1.1682;0;1977;"midsize"
"PLARRO";949;77;4;2;0;0;0;0;3379;2110;1;97.5;83;167;64;92.1;26;47345;16;0;3;0;.3933649;1.0688;0;1977;"compact"
"PLARRO";1087;78;4;2;0;0;0;0;4206;2175;1;97.5;83;168;64;92.1;29;26825;16;0;5;0;.3816092;1.0752;0;1978;"compact"
"PLARRO";1237;79;4;3;0;0;0;0;4647;2100;1;97.5;77;168;64;92.1;28;21829;16;0;4;0;.3666667;1.0752;0;1979;"compact"
"PLARRO";1388;80;4;5;0;0;0;0;4588;2105;1;97.5;77;168;64;92.1;29;47853;16;0;4;0;.3657957;1.0752;0;1980;"compact"
"PLCHAM";1235;79;4;3;0;0;0;1;4425;1730;1;86;70;157;63;90.6;34;27031;16;0;5;0;.4046243;.9891;0;1979;"compact"
"PLCHAM";1386;80;4;3;0;0;0;1;4430;1810;1;86;70;157;63;90.6;35;6634;16;0;5;0;.3867403;.9891;0;1980;"compact"
"PLCHAM";2046;81;4;2;0;0;0;0;5263;1810;1;86;70;157;63;96;37;42128;16;0;5;0;.3867403;.9891;0;1981;"compact"
"PLFURY";954;77;6;4;0;0;0;0;3944;3655;1;225;110;219;78;117.4;17;92056;16;0;1;0;.3009576;1.7082;0;1977;"large"
"PLFURY";1093;78;6;4;0;0;0;0;4326;3635;1;225;110;218;78;117.4;18;61358;16;0;1;0;.3026135;1.7004;0;1978;"large"
"PLGRNF";957;77;8;4;1;1;0;0;4677;4145;1;318;145;223;80;121.4;13;31692;16;0;1;0;.3498191;1.784;0;1977;"large"
"PLGRNF";1393;80;6;4;1;1;0;0;6741;3520;1;225;60;221;78;118.5;16;13682;16;0;1;0;.1704545;1.7238;0;1980;"large"
"PLGRNF";2052;81;6;4;1;1;0;0;7469;3485;1;225;85;221;78;118.5;17;9311;16;0;2;0;.2439024;1.7238;0;1981;"large"
"PLHORI";1086;78;4;4;0;0;0;1;3976;2145;1;104.7;75;165;67;99.2;23;118993;16;0;3;0;.3496504;1.1055;0;1978;"compact"
"PLHORI";1236;79;4;5;0;0;0;1;4469;2135;1;104.7;70;165;67;99.2;25;146740;16;0;3;0;.3278688;1.1055;0;1979;"compact"
"PLHORI";1387;80;4;5;0;0;0;1;5526;2095;1;104.7;65;165;66;99.2;23;78823;16;0;3;0;.3102625;1.089;0;1980;"compact"
"PLHORI";2048;81;4;2;0;0;0;1;5499;2137;1;104.7;63;174;67;96.6;25;75377;16;0;2;0;.2948058;1.1658;0;1981;"compact"
"PLRELI";2049;81;4;4;0;0;0;1;6131;2300;1;135;84;176;69;99.6;25;190158;16;0;2;0;.3652174;1.2144;0;1981;"midsize"
"PLSAPO";1092;78;4;2;0;0;0;0;6087;2455;1;97.5;105;184;67;99;29;11737;16;0;4;0;.4276986;1.2328;0;1978;"midsize"
"PLSAPO";1242;79;4;2;0;0;0;0;6486;2410;1;95.7;105;184;67;99;26;12322;16;0;4;0;.4356847;1.2328;0;1979;"midsize"
"PLSAPO";1392;80;4;2;0;0;0;0;6429;2675;1;155.9;105;184;67;99;21;10003;16;0;4;0;.3925234;1.2328;0;1980;"midsize"
"PLSAPO";2051;81;4;2;0;0;0;0;7588;2725;1;155.9;100;187;66;99.6;20;13326;16;0;4;0;.3669725;1.2342;0;1981;"midsize"
"PLVOLA";951;77;6;4;0;0;0;0;3619;3235;1;225;100;202;73;112.7;20;304305;16;0;1;0;.309119;1.4746;0;1977;"large"
"PLVOLA";1089;78;6;4;0;0;0;0;3899;3175;1;225;100;202;74;112.7;20;210125;16;0;2;0;.3149606;1.4948;0;1978;"large"
"PLVOLA";1239;79;6;4;0;0;0;0;4504;3115;1;225;100;202;73;112.7;18;167091;16;0;2;0;.3210273;1.4746;0;1979;"large"
"PLVOLA";1389;80;6;4;0;0;0;0;5150;3165;1;225;90;205;73;112.7;17;72116;16;0;1;0;.2843602;1.4965;0;1980;"large"
"PS911S";1845;79;6;2;0;0;0;0;22960;2315;0;183;172;169;65;89.4;15;3267;12;1;3;0;.7429805;1.0985;0;1979;"compact"
"PS911S";1896;80;6;2;0;0;0;0;27700;2315;0;183;172;169;65;89.4;16;3461;12;1;3;0;.7429805;1.0985;0;1980;"compact"
"PS911S";2399;81;6;2;0;0;0;0;28365;2615;0;183;172;169;65;89.5;17;4016;12;1;2;0;.6577438;1.0985;0;1981;"compact"
"PS924";1844;79;4;2;0;0;0;0;14600;2344;0;121;95;170;67;94.5;17;8345;12;1;3;0;.4052901;1.139;0;1979;"compact"
"PS924";2400;81;4;2;0;0;0;0;16770;2509;0;121;95;170;67;94.5;20;3251;12;1;2;0;.3786369;1.139;0;1981;"compact"
"PS924C";1791;78;4;2;0;0;0;0;11995;2344;0;121;95;170;67;94.5;20;10433;12;1;1;0;.4052901;1.139;0;1978;"compact"
"PS928";1846;79;8;2;0;0;0;0;32885;3144;0;273;219;181;73;98.4;11;1555;12;1;3;0;.6965649;1.3213;0;1979;"midsize"
"PS928";1897;80;8;2;0;0;0;0;37930;3144;0;273;219;176;73;98.4;15;1468;12;1;3;0;.6965649;1.2848;0;1980;"midsize"
"PS928";2401;81;8;2;0;0;0;0;38850;3210;0;273;220;182;73;98.4;16;2019;12;1;2;0;.6853582;1.3286;0;1981;"midsize"
"PS928C";1793;78;8;2;0;0;0;0;28500;3144;0;273;219;181;73;98.4;12;1535;12;1;2;0;.6965649;1.3213;0;1978;"midsize"
"PSCOUP";1744;77;4;2;0;0;0;0;9395;2344;0;121;95;171;67;94.5;17;13670;12;1;2;0;.4052901;1.1457;0;1977;"compact"
"PSCP91";1745;77;6;2;0;0;0;0;14995;2315;0;163.9;157;169;64;89.4;15;5709;12;1;2;0;.6781858;1.0816;0;1977;"compact"
"PST911";1792;78;6;2;0;0;0;0;20775;2315;0;183;172;169;65;89.4;15;4484;12;1;2;0;.7429805;1.0985;0;1978;"compact"
"PTASTR";958;77;4;2;0;0;0;0;3305;2480;1;140;84;178;66;97;24;28693;19;0;2;0;.3387097;1.1748;0;1977;"midsize"
"PTBNNV";1408;80;6;4;1;1;0;0;7167;3478;1;231;115;215;77;116;20;77911;19;0;3;0;.3306498;1.6555;0;1980;"large"
"PTBNNV";2061;81;6;4;1;1;0;0;8175;3461;1;231;110;214;77;116;19;74051;19;0;3;0;.3178272;1.6478;0;1981;"large"
"PTFIRB";969;77;6;2;0;1;0;0;4270;3264;1;231;105;197;73;108.1;16;137807;19;0;2;0;.3216912;1.4381;0;1977;"large"
"PTFIRB";1105;78;6;2;0;1;0;0;4593;3254;1;231;105;197;74;108.1;16;188212;19;0;1;0;.3226798;1.4578;0;1978;"large"
"PTFIRB";1250;79;6;2;0;1;0;0;5260;3257;1;231;115;199;73;108.2;16;149211;19;0;1;0;.3530857;1.4527;0;1979;"large"
"PTFIRB";1402;80;6;2;0;1;0;0;5948;3269;1;231;115;199;73;108.2;20;81592;19;0;1;0;.3517895;1.4527;0;1980;"large"
"PTFIRB";2059;81;6;2;0;1;0;0;7155;3275;1;231;110;199;73;108.2;19;52188;19;0;2;0;.3358779;1.4527;0;1981;"large"
"PTGRNP";975;77;8;2;1;1;0;0;5120;3804;1;307;135;219;78;116;16;235833;19;0;3;0;.3548896;1.7082;0;1977;"large"
"PTGRNP";1111;78;6;2;0;0;0;0;4880;3101;1;231;105;202;73;108.1;16;224195;19;0;3;0;.3386005;1.4746;0;1978;"large"
"PTGRNP";1258;79;6;2;0;0;0;0;5454;3126;1;231;115;205;73;108.1;18;175573;19;0;2;0;.3678823;1.4965;0;1979;"large"
"PTGRNP";1411;80;6;2;1;1;0;0;6621;3139;1;231;115;202;73;108.1;20;118414;19;0;3;0;.3663587;1.4746;0;1980;"large"
"PTGRNP";2064;81;6;2;1;1;0;0;7862;3166;1;231;110;202;73;108.1;21;128236;19;0;1;0;.3474416;1.4746;0;1981;"large"
"PTLEMA";966;77;6;4;0;0;0;0;4094;3638;1;231;105;208;78;116;16;73061;19;0;3;0;.2886201;1.6224;0;1977;"large"
"PTLEMA";1101;78;6;4;0;0;0;0;4512;3047;1;231;105;199;73;108.1;16;125020;19;0;3;0;.3446012;1.4527;0;1978;"large"
"PTLEMA";1247;79;6;4;0;0;0;0;5134;3042;1;231;115;199;73;108.1;18;114993;19;0;3;0;.3780408;1.4527;0;1979;"large"
"PTLEMA";1399;80;6;2;0;0;0;0;5758;3040;1;231;110;199;72;108.1;21;77911;19;0;1;0;.3618421;1.4328;0;1980;"large"
"PTLEMA";2057;81;6;4;0;1;0;0;7147;3052;1;231;110;199;72;108.1;17;74051;19;0;2;0;.3604194;1.4328;0;1981;"large"
"PTPHOE";961;77;6;4;0;0;0;0;4122;3275;1;231;105;203;72;111.1;17;72520;19;0;2;0;.3206107;1.4616;0;1977;"large"
"PTPHOE";1098;78;6;4;0;0;0;0;3992;3169;1;231;105;204;74;111.1;16;58280;19;0;2;0;.3313348;1.5096;0;1978;"large"
"PTPHOE";1245;79;6;4;0;0;0;1;4189;3177;1;231;115;204;73;111.1;17;80857;19;0;2;0;.3619767;1.4892;0;1979;"large"
"PTPHOE";1397;80;4;2;0;0;0;1;5465;2496;1;151;90;180;70;104.9;24;98952;19;0;1;0;.3605769;1.26;0;1980;"midsize"
"PTPHOE";2055;81;4;4;0;0;0;1;6536;2450;1;151;90;180;70;104.9;22;82285;19;0;1;0;.3673469;1.26;0;1981;"midsize"
"PTSUNB";959;77;4;2;0;0;0;0;3659;2662;1;151;87;178;66;97;26;61790;19;0;2;0;.326822;1.1748;0;1977;"midsize"
"PTSUNB";1096;78;4;2;0;0;0;0;3590;2662;1;151;85;178;66;97;24;90438;19;0;2;0;.3193088;1.1748;0;1978;"midsize"
"PTSUNB";1243;79;4;3;0;0;0;0;5004;2553;1;140;90;181;70;94.8;24;89107;19;0;1;0;.3525264;1.267;0;1979;"midsize"
"PTSUNB";1395;80;4;2;0;0;0;0;4623;2603;1;151;86;180;65;97;22;132630;19;0;1;0;.330388;1.17;0;1980;"midsize"
"PTT100";2054;81;4;5;0;0;0;0;5504;2122;1;98;65;165;62;97.3;30;55867;19;0;2;0;.3063148;1.023;0;1981;"compact"
"RN18I";2402;81;4;2;0;0;0;1;7398;2261;0;100.5;82;179;67;96;26;10721;24;1;1;0;.3626714;1.1993;0;1981;"midsize"
"RNGTL";1747;77;4;4;0;0;0;0;4450;2130;0;100.5;72;174;65;96;22;1550;24;1;2;0;.3380282;1.131;0;1977;"compact"
"RNLECA";1746;77;4;2;0;0;0;1;3345;1777;0;78.7;60;142;60;95.2;25;10208;24;1;2;0;.3376477;.852;0;1977;"compact"
"RNLECA";1811;78;4;2;0;0;0;1;3583;1777;0;78.7;60;142;60;95.8;26;14403;24;1;3;0;.3376477;.852;0;1978;"compact"
"RNLECA";1847;79;4;2;0;0;0;1;3895;1777;0;78.7;58;142;60;95.8;26;17732;24;1;3;0;.3263928;.852;0;1979;"compact"
"RNLECA";1919;80;4;2;0;0;0;0;4587;1819;0;85.3;51;143;60;96.2;30;25365;24;1;5;0;.2803738;.858;0;1980;"compact"
"RNLECA";2403;81;4;2;0;0;0;1;5200;1820;0;82.2;51;143;60;95.2;29;20148;24;1;1;0;.2802198;.858;0;1981;"compact"
"SA900";2404;81;4;3;0;0;0;0;10400;2512;0;121;110;188;67;99.4;21;2226;11;1;4;0;.4378981;1.2596;0;1981;"midsize"
"SA900G";1849;79;4;5;0;0;0;1;9348;2690;0;121;110;188;67;99.4;19;5735;11;1;3;0;.4089219;1.2596;0;1979;"midsize"
"SA900G";1899;80;4;5;0;0;0;1;10295;2790;0;121;105;188;67;99.4;21;2978;11;1;4;0;.3763441;1.2596;0;1980;"midsize"
"SA99GL";1748;77;4;4;0;0;0;1;6898;2670;0;121.1;105;173;67;97.4;18;1841;11;1;3;0;.3932584;1.1591;0;1977;"compact"
"SA99GL";1848;79;4;2;0;0;0;1;6798;2470;0;121.1;105;173;67;97.4;19;2818;11;1;3;0;.4251012;1.1591;0;1979;"compact"
"SA99GL";1898;80;4;2;0;0;0;0;7995;2500;0;121.1;51;173;76;97.4;21;2662;11;1;4;0;.204;1.3148;0;1980;"compact"
"SA99L";1794;78;4;2;0;0;0;1;5998;2470;0;121.1;105;173;67;97.4;22;8043;11;1;4;0;.4251012;1.1591;0;1978;"compact"
"SBDL";1749;77;4;4;0;0;0;1;3499;2030;0;97;67;158;60;96.7;28;80827;5;0;3;0;.3300492;.948;1;1977;"compact"
"SBDL";1796;78;4;4;0;0;0;1;3879;2045;0;97;65;158;62;96.9;31;10429;5;0;4;0;.3178484;.9796;1;1978;"compact"
"SBDL";1850;79;4;4;0;0;0;1;4579;2055;0;97;65;158;62;96.9;29;10217;5;0;5;0;.3163017;.9796;1;1979;"compact"
"SBGL";1903;80;4;4;0;0;0;1;5249;2125;0;97;167;157;61;93.3;22;2662;5;0;5;0;.7858824;.9577;1;1980;"compact"
"SBSTD";1900;80;4;3;0;0;0;1;3999;2020;0;97;110;157;61;93.3;25;21102;5;0;5;0;.5445545;.9577;1;1980;"compact"
"SBSTD";2405;81;4;3;0;0;0;1;4669;2000;0;97;69;170;65;96.9;32;28355;5;0;5;0;.345;1.105;1;1981;"compact"
"TYCELI";1755;77;4;2;0;0;0;0;4479;2530;0;133.6;95;174;64;98.3;21;163714;1;0;5;0;.3754941;1.1136;1;1977;"compact"
"TYCELI";1801;78;4;2;0;0;0;0;5259;2375;0;133.6;95;174;64;98.3;20;167366;1;0;5;0;.4;1.1136;1;1978;"compact"
"TYCELI";1855;79;4;2;0;0;0;0;5899;2480;0;133.6;90;174;64;98.3;18;146653;1;0;5;0;.3629032;1.1136;1;1979;"compact"
"TYCELI";2411;81;4;2;0;0;0;0;6699;2597;0;144;96;177;66;98.4;25;103879;1;0;5;0;.3696573;1.1682;1;1981;"midsize"
"TYCLIC";1908;80;4;2;0;0;0;0;6099;2480;0;133.6;90;174;64;98.3;23;140934;1;0;5;0;.3629032;1.1136;1;1980;"compact"
"TYCLTR";1904;80;4;2;0;0;0;1;4198;1870;0;88.6;60;160;61;98.4;33;99067;1;0;5;0;.3208556;.976;1;1980;"compact"
"TYCORO";1751;77;4;4;0;0;0;0;3403;2055;0;71.1;58;165;62;93.3;36;259344;1;0;5;0;.2822385;1.023;1;1977;"compact"
"TYCORO";1800;78;4;4;0;0;0;0;4909;2555;0;133.6;90;173;64;98.4;20;34823;1;0;5;0;.3522505;1.1072;1;1978;"compact"
"TYCORO";1854;79;4;4;0;0;0;0;5719;2530;0;133.6;90;175;66;99.4;18;36570;1;0;5;0;.3557312;1.155;1;1979;"compact"
"TYCORO";2410;81;4;4;0;0;0;0;6719;2514;0;144;96;177;66;99.4;25;22337;1;0;5;0;.3818616;1.1682;1;1981;"midsize"
"TYCRES";1802;78;6;4;0;0;1;0;7389;2693;0;165.4;108;185;67;104.1;20;12484;1;0;5;0;.4010397;1.2395;1;1978;"midsize"
"TYCRES";1856;79;6;4;1;1;1;0;8279;2816;0;165.4;108;185;67;104.1;18;11910;1;0;5;0;.3835227;1.2395;1;1979;"midsize"
"TYCRLA";1905;80;4;4;0;0;0;0;5208;2140;0;108;73;167;64;94.5;28;257315;1;0;5;0;.3411215;1.0688;1;1980;"compact"
"TYCRLA";2408;81;4;2;0;0;0;0;5178;2140;0;108;75;169;64;94.5;30;241639;1;0;5;0;.3504673;1.0816;1;1981;"compact"
"TYCRNA";1907;80;4;4;0;0;0;0;5969;2514;0;133.6;90;175;66;99.4;23;35686;1;0;5;0;.3579952;1.155;1;1980;"compact"
"TYCRSS";1909;80;6;4;1;1;1;0;9649;2838;0;156.4;108;185;67;104.1;21;11627;1;0;5;0;.3805497;1.2395;1;1980;"midsize"
"TYCRSS";2412;81;6;4;1;1;1;0;11599;2851;0;168;116;185;67;104.1;22;29583;1;0;5;0;.4068748;1.2395;1;1981;"midsize"
"TYSTRL";2406;81;4;3;0;0;0;0;5148;1724;0;78.6;58;153;60;90.6;39;32825;1;0;5;0;.3364269;.918;1;1981;"compact"
"TYTERC";2407;81;4;2;0;0;0;1;4748;1900;0;88.6;62;162;62;98.4;36;121328;1;0;5;0;.3263158;1.0044;1;1981;"compact"
"VV244";1760;77;4;4;0;0;0;0;6895;2881;0;130;99;193;67;104;18;11268;6;1;4;0;.3436307;1.2931;0;1977;"midsize"
"VV244";1809;78;4;4;0;0;0;0;7145;2880;0;130;99;193;67;104;19;13612;6;1;4;0;.34375;1.2931;0;1978;"midsize"
"VV244D";1864;79;4;4;0;0;0;0;7485;2883;0;130;99;193;67;104;19;15689;6;1;5;0;.3433923;1.2931;0;1979;"midsize"
"VV244D";1917;80;4;4;0;0;0;0;7970;2866;0;130;99;193;67;104;35;34556;6;1;5;0;.3454292;1.2931;0;1980;"midsize"
"VV264G";1865;79;6;4;0;0;0;0;11095;3133;0;162;107;193;67;104;15;9479;6;1;3;0;.3415257;1.2931;0;1979;"midsize"
"VV264G";1918;80;6;4;0;1;1;0;11385;3049;0;130;107;193;68;104.3;28;5908;6;1;5;0;.3509347;1.3124;0;1980;"midsize"
"VVDL";2419;81;4;4;0;1;0;0;9820;2992;0;130;98;193;68;104.3;19;39288;6;1;4;0;.3275401;1.3124;0;1981;"midsize"
"VVGL";1810;78;6;4;1;1;1;0;10245;3135;0;162;121;193;67;104;15;8621;6;1;5;0;.3859649;1.2931;0;1978;"midsize"
"VVGL26";1761;77;6;4;0;0;0;0;9845;3113;0;162;121;193;67;104;15;9428;6;1;3;0;.3886926;1.2931;0;1977;"midsize"
"VVGLE";2421;81;6;4;1;1;1;0;15590;3153;0;174;130;193;68;104.3;19;4032;6;1;4;0;.4123057;1.3124;0;1981;"midsize"
"VWBEET";1756;77;4;2;0;0;0;0;3699;1905;0;96.7;46;160;61;94.5;23;19245;7;1;3;0;.2414698;.976;0;1977;"compact"
"VWBEET";1808;78;4;2;0;0;0;0;5695;2059;0;96.7;46;160;61;94.5;21;9932;7;1;3;0;.2234094;.976;0;1978;"compact"
"VWBEET";1857;79;4;2;0;0;0;0;6800;2059;0;96.7;46;160;61;94.5;20;10681;7;1;3;0;.2234094;.976;0;1979;"compact"
"VWDASH";1758;77;4;4;0;0;0;1;5499;2140;0;97;78;173;64;97.2;24;25857;7;1;4;0;.364486;1.1072;0;1977;"compact"
"VWDASH";1805;78;4;4;0;0;0;1;6075;2140;0;97;78;173;63;96.7;23;28739;7;1;4;0;.364486;1.0899;0;1978;"compact"
"VWDASH";1861;79;4;4;0;0;0;1;7418;2140;0;97;78;173;63;96.7;23;24468;7;1;3;0;.364486;1.0899;0;1979;"compact"
"VWDASH";1912;80;4;3;0;0;0;1;7970;2085;0;97;78;173;63;96.7;23;30958;7;1;5;0;.3741007;1.0899;0;1980;"compact"
"VWDASH";2416;81;4;4;0;0;0;1;8830;2140;0;97;52;174;64;97.2;30;13554;7;1;3;0;.2429907;1.1136;0;1981;"compact"
"VWJETT";2415;81;4;4;0;0;0;0;8195;2001;0;105;74;168;64;94.5;25;27972;7;1;4;0;.3698151;1.0752;0;1981;"compact"
"VWRABB";1753;77;4;5;0;0;0;1;4314;2270;0;89.7;48;156;64;94.5;39;164706;7;1;4;0;.2114538;.9984;0;1977;"compact"
"VWRABB";1803;78;4;5;0;0;0;1;4839;1955;0;88.9;71;156;64;94.5;26;126343;7;1;4;0;.3631714;.9984;0;1978;"compact"
"VWRABB";1859;79;4;5;0;0;0;1;5809;1900;0;88.9;71;156;64;94.4;25;47965;7;1;4;0;.3736842;.9984;0;1979;"compact"
"VWRABB";1910;80;4;5;0;0;0;1;5890;1845;0;88.9;62;156;64;94.5;27;8856;7;1;3;0;.3360434;.9984;0;1980;"compact"
"VWRABB";2414;81;4;4;0;0;0;0;6570;1887;0;105;74;156;64;94.5;28;12082;7;1;3;0;.3921569;.9984;0;1981;"compact"
"VWSCIR";1759;77;4;2;0;0;0;1;5295;1888;0;97;71;156;64;94.5;29;24786;7;1;4;0;.3760593;.9984;0;1977;"compact"
"VWSCRC";1858;79;4;2;0;0;0;1;7090;1888;0;97;71;156;64;94.5;24;26014;7;1;5;0;.3760593;.9984;0;1979;"compact"
"VWSCRC";1916;80;4;2;0;0;0;1;8130;1888;0;97;71;156;64;94.5;24;22456;7;1;4;0;.3760593;.9984;0;1980;"compact"
"VWSCRC";2418;81;4;2;0;0;0;0;8495;1933;0;105;74;156;64;94.5;25;17043;7;1;4;0;.3828246;.9984;0;1981;"compact"
"VWSCRO";1807;78;4;2;0;0;0;1;6095;1888;0;88.9;71;156;64;94.5;25;28137;7;1;4;0;.3760593;.9984;0;1978;"compact"
